,id,adult,title,original_language,overview,title,popularity,release_date,vote_average,vote_count
3475,26428,False,Agora,en,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",Agora,13.724,2009-05-17,7.0,1174
3476,13198,False,Wristcutters: A Love Story,en,"Zia, distraught over breaking up with his girlfriend, decides to end it all. Unfortunately, he discovers that there is no real ending, only a run-down afterlife that is strikingly similar to his old one, just a bit worse. Discovering that his ex-girlfriend has also ""offed"" herself, he sets out on a road trip, with his Russian rocker friend, to find her. Their journey takes them through an absurd purgatory where they discover that being dead doesn't mean you have to stop livin'!",Wristcutters: A Love Story,6.889,2007-10-19,7.0,431
3477,9487,False,A Bug's Life,en,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",A Bug's Life,99.701,1998-11-25,7.0,7819
3478,291984,False,The Death & Life of John F. Donovan,en,"A decade after the death of an American TV star, a young actor reminisces about the written correspondence he once shared with the former, as well as the impact those letters had on both their lives.",The Death & Life of John F. Donovan,9.873,2019-03-13,7.0,617
3479,19494,False,Nine to Five,en,"Frank Hart is a pig. He takes advantage in the grossest manner of the women who work with him. When his three assistants manage to trap him in his own house they assume control of his department and productivity leaps, but just how long can they keep Hart tied up?",Nine to Five,6.834,1980-12-18,7.0,372
3480,10443,False,Fearless,en,"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is wracked with grief and guilt since her baby died in the crash which she and Max survived.",Fearless,8.508,1993-10-15,7.0,242
3481,659,False,The Tin Drum,de,"Repulsed by the hypocrisy of adults and the irresponsibility of society, a boy refuses to grow older after his third birthday.",The Tin Drum,14.519,1979-05-02,7.0,341
3482,628534,False,The White Tiger,en,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,The White Tiger,15.617,2021-01-13,7.0,703
3483,423899,False,Victoria & Abdul,en,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,Victoria & Abdul,11.052,2017-09-13,7.0,1035
3484,419743,False,Disobedience,en,"A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin.",Disobedience,41.857,2017-09-10,7.0,942
3485,128136,False,My Awkward Sexual Adventure,en,A hyper-repressed and schlubby accountant (Jonas Chernick) strikes a deal with a worldly but disorganized stripper (Emily Hampshire): he'll help her with her crushing debt if she helps him become a better lover.,My Awkward Sexual Adventure,12.844,2012-09-11,7.0,298
3486,23202,False,Trick 'r Treat,en,"Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank, and a bitter old recluse receives an uninvited guest.",Trick 'r Treat,45.166,2007-10-26,7.0,1417
3487,18573,False,House of Wax,en,"A New York sculptor who opens a wax museum to showcase the likenesses of famous historical figures runs into trouble with his business partner, who demands that the exhibits become more extreme in order to increase profits.",House of Wax,8.473,1953-04-16,7.0,248
3488,17965,False,The Abominable Dr. Phibes,en,"Famous organist Anton Phibes is horribly disfigured in an automobile accident while rushing to the side of his sick wife and presumed to be dead. Once Phibes learns that his wife died on the operating table, he is convinced the doctors are responsible and begins exacting his revenge on all those involved.",The Abominable Dr. Phibes,5.513,1971-05-18,7.0,239
3489,15805,False,Batman & Mr. Freeze: SubZero,en,"When Mr. Freeze kidnaps Barbara Gordon, as an involuntary organ donor to save his dying wife, Batman and Robin must find her before the operation can begin.",Batman & Mr. Freeze: SubZero,13.755,1998-02-11,7.0,338
3490,13715,False,At Close Range,en,"Brad Whitewood Jr. lives in rural Pennsylvania and has few prospects. Against his mother's wishes, he seeks out his estranged father, the head of a gang of thieves in a nearby town. Though his new girlfriend supports his criminal ambitions, Brad Jr. soon learns that his father is a dangerous man. Inspired by the real events that led to the end of the Johnston Gang, who operated in the northeastern United States in the 1970s.",At Close Range,7.308,1986-04-18,7.0,203
3491,13675,False,Frosty the Snowman,en,"A discarded silk top-hat becomes the focus of a struggle between a washed-up stage magician and a group of schoolchildren, after it magically brings a snowman to life. Realizing that newly-living Frosty will melt in spring unless he takes refuge in a colder climate, Frosty and Karen, a young girl who he befriends, stow away on a freight train headed for the north pole. Little do they know that the magician is following them, and he wants his hat back!",Frosty the Snowman,8.528,1969-12-07,7.0,259
3492,542928,False,The Endless Trench,es,"A small village in Huelva, Andalusia, Spain, 1936. Higinio and Rosa have been married only for a few months when the Civil War breaks out. Higinio, being afraid of possible reprisals from the rebel faction, decides to use a hole dug in his own house as a temporary hideout.",The Endless Trench,7.805,2019-10-31,7.0,202
3493,55787,False,Water for Elephants,en,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",Water for Elephants,9.211,2011-04-15,7.0,2258
3494,2044,False,The Lake House,en,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",The Lake House,20.287,2006-06-16,7.0,2291
3495,322125,False,A Perfect Man,fr,"A struggling writer finds a shortcut to fame, but a blackmailer threatens to ruin his perfect life.",A Perfect Man,5.401,2015-03-18,7.0,518
3496,76492,False,Hotel Transylvania,en,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",Hotel Transylvania,82.716,2012-09-20,7.0,7490
3497,11536,False,The Misfits,en,"While filing for a divorce, beautiful ex-stripper Roslyn Taber ends up meeting aging cowboy-turned-gambler Gay Langland and former World War II aviator Guido Racanelli. The two men instantly become infatuated with Roslyn and, on a whim, the three decide to move into Guido's half-finished desert home together. When grizzled ex-rodeo rider Perce Howland arrives, the unlikely foursome strike up a business capturing wild horses.",The Misfits,15.06,1961-02-01,7.0,272
3498,9732,False,The Lion King II: Simba's Pride,en,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?",The Lion King II: Simba's Pride,110.706,1998-10-24,7.0,3841
3499,1272,False,Sunshine,en,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",Sunshine,14.102,2007-04-05,7.0,3064
3500,392,False,Chocolat,en,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",Chocolat,24.16,2000-03-02,7.0,2838
3501,787752,False,Fresh,en,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store.",Fresh,41.243,2022-03-03,7.0,754
3502,204082,False,Homefront,en,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",Homefront,34.067,2013-11-12,7.0,2902
3503,84329,False,Robot & Frank,en,"Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",Robot & Frank,5.741,2012-08-16,7.0,909
3504,46705,False,Blue Valentine,en,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",Blue Valentine,18.483,2010-12-16,7.0,2682
3505,31900,False,Gainsbourg: A Heroic Life,fr,"A glimpse at the life of French singer Serge Gainsbourg, from growing up in 1940s Nazi-occupied Paris through his successful song-writing years in the 1960s to his death in 1991 at the age of 62.",Gainsbourg: A Heroic Life,7.321,2010-01-20,7.0,277
3506,25676,False,Robin-B-Hood,cn,"For never-do-well compulsive gambler Fong, there's only one thing more fearsome than debtors at his doorstep - having to coax a crying baby. But what if the baby becomes his golden goose to fend off his debtors? Can he overcome his phobia of diapers, milk bottles, and cloying lullabies?",Robin-B-Hood,14.979,2006-09-28,7.0,443
3507,8841,False,The Class,fr,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,The Class,6.448,2008-09-24,7.0,525
3508,227735,False,Dolphin Tale 2,en,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,Dolphin Tale 2,9.055,2014-09-11,7.0,311
3509,22373,False,Saturn in Opposition,it,"This film focuses on contemporary 30- and 40-somethings trying to make sense of their lives in an age in which the old certainties have disappeared. Lorenzo and Davide make their lives together within a circle that includes Antonio and Angelica, married with children; Nerval and her policeman husband.",Saturn in Opposition,7.531,2007-02-23,7.0,302
3510,9434,False,Grosse Pointe Blank,en,"Martin Blank is a hitman for hire. When he starts to develop a conscience, he botches a couple of routine jobs. On the advice of his secretary and his psychiatrist, he decides to attend his ten-year high school reunion in Grosse Pointe, Michigan.",Grosse Pointe Blank,16.018,1997-04-11,7.0,695
3511,9392,False,The Descent,en,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",The Descent,34.796,2005-07-08,7.0,3060
3512,50270,False,Paprika,it,"A young country girl comes to town and works in a brothel in order to help her fiance get the money to start his own business. ""Paprika"" is the name given to her by the madam.",Paprika,42.665,1991-02-13,7.0,284
3513,49530,False,In Time,en,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",In Time,100.742,2011-10-27,7.0,9737
3514,11937,False,The Gods Must Be Crazy II,en,"Xixo is back again. This time, his children accidentally stow away on a fast-moving poachers' truck, unable to get off, and Xixo sets out to rescue them. Along the way, he encounters a couple of soldiers trying to capture each other and a pilot and passenger of a small plane, who are each having a few problems of their own.",The Gods Must Be Crazy II,21.072,1989-07-01,7.0,376
3515,9929,False,Asterix and Cleopatra,fr,"Popular animated hero Asterix and his faithful sidekick Obelix travel to ancient Egypt to help Cleopatra build a new summer home. Cleopatra and Julius Caesar have made a bet, with Caesar wagering the project cannot be completed in a few weeks time. With the help of a magic potion, Asterix comes to the rescue of the Queen of the Nile as Caesar and an angry architect plot against them.",Asterix and Cleopatra,8.654,1968-12-16,7.0,760
3516,429199,False,The Other Side of Hope,fi,A restaurateur befriends a Syrian refugee who  has recently arrived in Finland.,The Other Side of Hope,5.974,2017-02-03,7.0,230
3517,384677,False,Set It Up,en,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,Set It Up,15.207,2018-06-15,7.0,2274
3518,10937,False,Barfly,en,"Downtrodden writer Henry and distressed goddess Wanda aren't exactly husband and wife: they're wedded to their bar stools. But, they like each other's company—and Barfly captures their giddy, gin-soaked attempts to make a go of life on the skids.",Barfly,6.789,1987-09-02,7.0,261
3519,9746,False,Kundun,en,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",Kundun,8.537,1997-12-25,7.0,349
3520,97367,False,The Place Beyond the Pines,en,"A motorcycle stunt rider considers committing a crime in order to provide for his wife and child, an act that puts him on a collision course with a cop-turned-politician.",The Place Beyond the Pines,15.574,2013-03-14,6.9,4178
3521,630004,False,The Vault,en,"When an engineer learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",The Vault,135.911,2021-03-04,6.9,661
3522,458342,False,Private Life,en,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",Private Life,10.661,2018-10-05,6.9,289
3523,178682,False,The Wizards Return: Alex vs. Alex,en,"While visiting Italy with her family, a young wizard accidentally creates an evil version of herself.",The Wizards Return: Alex vs. Alex,11.984,2013-03-15,6.9,639
3524,11561,False,Sleeper,en,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",Sleeper,6.269,1973-12-17,6.9,619
3525,10865,False,Atlantis: The Lost Empire,en,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.",Atlantis: The Lost Empire,40.99,2001-06-02,6.9,3964
3526,10236,False,The Way We Were,en,"Two desperate people have a wonderful romance, but their political views and convictions drive them apart.",The Way We Were,10.793,1973-10-17,6.9,374
3527,13939,False,Death Wish,en,"After his wife is murdered by street punks, a pacifistic New York City architect becomes a one-man vigilante squad, prowling the streets for would-be muggers after dark.",Death Wish,14.085,1974-07-24,6.9,610
3528,11848,False,Animal Farm,en,"A successful farmyard revolution by the resident animals vs. the farmer goes horribly wrong when corrupt pigs hijack it for their personal gain.  Based on the socialist George Orwell’s novel “Animal Farm”, a critique of Stalinist authoritarianism.",Animal Farm,14.064,1954-12-28,6.9,367
3529,11791,False,The Hound of the Baskervilles,en,"When a nobleman is threatened by a family curse on his newly inherited estate, detective Sherlock Holmes is hired to investigate.",The Hound of the Baskervilles,8.633,1959-05-04,6.9,227
3530,10122,False,Flight of the Navigator,en,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",Flight of the Navigator,14.214,1986-07-30,6.9,650
3531,936,False,The Pink Panther,en,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",The Pink Panther,19.811,1963-12-18,6.9,787
3532,642208,False,Supernova,en,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",Supernova,23.776,2020-11-20,6.9,224
3533,505706,False,The Golden Glove,de,A serial killer strikes fear in the hearts of residents of Hamburg during the early 1970s.,The Golden Glove,6.254,2019-02-21,6.9,340
3534,180863,False,T2 Trainspotting,en,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",T2 Trainspotting,16.178,2017-01-27,6.9,2704
3535,74534,False,The Best Exotic Marigold Hotel,en,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",The Best Exotic Marigold Hotel,13.05,2011-11-28,6.9,1135
3536,25508,False,Cat People,en,"Serbian fashion designer Irena Dubrovna and American marine engineer Oliver Reed meet in Central Park, fall in love, and marry after a brief courtship; but Irena won't consummate the union for fear that she will turn into a panther compelled to kill her lover, pursuant to a belief harbored by her home village.",Cat People,7.481,1942-12-05,6.9,425
3537,24684,False,An Education,en,"Despite her sheltered upbringing, Jenny is a teen with a bright future; she's smart, pretty, and has aspirations of attending Oxford University. When David, a charming but much older suitor, motors into her life in a shiny automobile, Jenny gets a taste of adult life that she won't soon forget.",An Education,10.931,2009-10-29,6.9,1102
3538,15515,False,The 7th Voyage of Sinbad,en,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.",The 7th Voyage of Sinbad,9.897,1958-12-05,6.9,202
3539,12920,False,Dreamer: Inspired By a True Story,en,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the mare and save it from being sacrificed by the owner.,Dreamer: Inspired By a True Story,9.546,2005-09-10,6.9,301
3540,10530,False,Pocahontas,en,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",Pocahontas,58.411,1995-06-14,6.9,4911
3541,10423,False,Dragon: The Bruce Lee Story,en,"This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhood of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteoric rise to fame and an all too short reign as one the most charismatic action heroes in cinema history.",Dragon: The Bruce Lee Story,24.952,1993-05-07,6.9,559
3542,6471,False,The Jerk,en,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",The Jerk,10.151,1979-12-14,6.9,654
3543,236,False,Muriel's Wedding,en,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",Muriel's Wedding,10.453,1994-09-29,6.9,341
3544,634528,False,The Marksman,en,"Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",The Marksman,156.098,2021-01-15,6.9,1240
3545,361292,False,Suspiria,en,"Young American dancer Susie Bannion arrives in 1970s Berlin to audition for the world-renowned Helena Markos Dance Company. When she vaults to the role of lead dancer, the woman she replaces breaks down and accuses the company's female directors of witchcraft. Meanwhile, an inquisitive psychotherapist and a member of the troupe uncover dark and sinister secrets as they probe the depths of the studio's hidden underground chambers.",Suspiria,23.52,2018-10-11,6.9,2046
3546,50393,False,Kung Fu Panda Holiday,en,"The Winter Feast is Po's favorite holiday. Every year he and his father hang decorations, cook together, and serve noodle soup to the villagers. But this year Shifu informs Po that as Dragon Warrior, it is his duty to host the formal Winter Feast at the Jade Palace. Po is caught between his obligations as the Dragon Warrior and his family traditions: between Shifu and Mr. Ping.",Kung Fu Panda Holiday,14.799,2010-11-26,6.9,255
3547,28053,False,City Island,en,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",City Island,5.756,2009-03-06,6.9,289
3548,17445,False,Green Lantern: First Flight,en,"Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps.",Green Lantern: First Flight,36.655,2009-07-28,6.9,338
3549,13416,False,Friday Night Lights,en,"A small, turbulent town in Texas obsesses over their high school football team to an unhealthy degree. When the star tailback, Boobie Miles, is seriously injured during the first game of the season, all hope is lost, and the town's dormant social problems begin to flare up. It is left to the inspiring abilities of new coach Gary Gaines to instill in the other team members -- and, by proxy, the town itself -- a sense of self-respect and honor.",Friday Night Lights,11.732,2004-10-08,6.9,429
3550,10445,False,Shadowlands,en,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham",Shadowlands,7.177,1993-12-25,6.9,210
3551,9909,False,Dangerous Minds,en,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",Dangerous Minds,14.356,1995-08-11,6.9,917
3552,2064,False,While You Were Sleeping,en,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",While You Were Sleeping,15.602,1995-04-21,6.9,1383
3553,676,False,Pearl Harbor,en,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",Pearl Harbor,85.798,2001-05-21,6.9,5412
3554,15789,False,A Goofy Movie,en,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",A Goofy Movie,24.563,1995-04-07,6.9,1422
3555,10560,False,Center Stage,en,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,Center Stage,10.135,2000-05-12,6.9,284
3556,954,False,Mission: Impossible,en,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",Mission: Impossible,45.652,1996-05-22,6.9,7209
3557,658760,False,Isi & Ossi,de,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",Isi & Ossi,16.114,2020-02-14,6.9,770
3558,337401,False,Mulan,en,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",Mulan,172.956,2020-09-04,6.9,5769
3559,265228,False,Timbuktu,fr,A cattle herder and his family who reside in the dunes of Timbuktu find their quiet lives -- which are typically free of the Jihadists determined to control their faith -- abruptly disturbed. A look at the brief occupation of Timbuktu by militant Islamic rebels.,Timbuktu,6.255,2014-12-10,6.9,393
3560,21506,False,Noroi: The Curse,ja,"A documentary filmmaker explores seemingly unrelated paranormal incidents connected by the legend of an ancient demon called the ""kagutaba.""",Noroi: The Curse,10.236,2005-08-20,6.9,212
3561,11006,False,Smokey and the Bandit,en,"A race car driver tries to transport an illegal beer shipment from Texas to Atlanta in under 28 hours, picking up a reluctant bride-to-be on the way.",Smokey and the Bandit,10.079,1977-05-26,6.9,550
3562,4836,False,Layer Cake,en,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",Layer Cake,10.513,2004-09-30,6.9,1637
3563,785533,False,The Princess Switch 3: Romancing the Star,en,"A priceless relic is stolen from identical royals Queen Margaret and Princess Stacy, who enlist the help of their sketchy look-alike cousin Fiona Pembroke to retrieve it.",The Princess Switch 3: Romancing the Star,32.351,2021-11-18,6.9,312
3564,588009,False,Adú,es,"In a desperate attempt to reach Europe and crouched before an airstrip in Cameroon, a six-year-old boy and his older sister wait to sneak into the holds of an airplane. Not too far away, an environmental activist contemplates the terrible image of an elephant, dead and fangless. Not only do you have to fight against poaching, but you will also have to meet the problems of your newly arrived daughter from Spain. Thousands of kilometers to the north, in Melilla, a group of civil guards prepare to face the furious crowd of sub-Saharan people who have begun the assault on the fence. Three stories linked by a central theme, in which none of its protagonists know that their destinies are doomed to cross and that their lives will no longer be the same.",Adú,10.258,2020-01-31,6.9,240
3565,62837,False,Dolphin Tale,en,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,Dolphin Tale,12.265,2011-09-23,6.9,555
3566,58522,False,Boris - Il film,it,A director and his crew attempt to make the transition from the small to the big screen.,Boris - Il film,5.367,2011-04-01,6.9,514
3567,18444,False,Swiss Family Robinson,en,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates. A rousing adventure suitable for the whole family, this Disney adaptation of the classic Johann Wyss novel stars Dorothy McGuire and John Mills as Mother and Father Robinson.",Swiss Family Robinson,10.562,1960-12-21,6.9,251
3568,741074,False,Once Upon a Snowman,en,"The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",Once Upon a Snowman,132.674,2020-10-23,6.9,441
3569,347031,False,Swiss Army Man,en,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",Swiss Army Man,33.313,2016-06-24,6.9,2933
3570,25196,False,Crazy Heart,en,"When reporter Jean Craddock interviews Bad Blake—an alcoholic, seen-better-days country music legend—they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son.",Crazy Heart,13.743,2009-12-16,6.9,835
3571,8195,False,Ronin,en,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",Ronin,15.75,1998-09-25,6.9,1880
3572,284305,False,Shrew's Nest,es,"Spain, 1950s. Montse's agoraphobia keeps her locked in a sinister apartment in Madrid and her only link to reality is the little sister she lost her youth raising. But one day, a reckless young neighbor, Carlos, falls down the stairwell and drags himself to their door. Someone has entered the shrew's nest... perhaps he'll never leave.",Shrew's Nest,7.916,2014-09-21,6.9,248
3573,76535,False,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,en,Agent Coulson stops at a convenience store and deals with a coincidental robbery during his visit.,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,14.227,2011-10-25,6.9,323
3574,70057,False,Dragon,cn,"A sinful martial arts expert wants to start a new tranquil life, only to be hunted by a determined detective and his former master.",Dragon,11.29,2011-07-04,6.9,200
